company,name,kms_driven,fuel_type,selling_price,year
Maruti,Alto,67000,Petrol,235000,2017
Hyundai,i20,51000,Petrol,621000,2021
Mahindra,Bolero,89000,Diesel,625000,2019
Maruti,Alto,26097,Petrol,175000,2014
Volkswagen,Polo,61000,Diesel,625000,2020
Hyundai,Grand,44904,Petrol,400000,2019
Maruti,Swift,133592,Diesel,360000,2016
Audi,Q7,130000,Diesel,1950000,2017
Toyota,Innova,119440,Diesel,400000,2013
Jeep,Compass,4000,Diesel,1750000,2023
Ford,Aspire,54000,Diesel,675000,2022
Maruti,S-Presso,1000,Petrol,490000,2025
Maruti,Ciaz,30000,Diesel,1095000,2023
Hyundai,i20,72000,Diesel,600000,2020
Maruti,Alto,86156,Petrol,185000,2012
Honda,Jazz,65000,Diesel,590000,2021
Volkswagen,Vento,56238,Diesel,415000,2016
Maruti,Vitara,66622,Diesel,910000,2024
Maruti,Swift,100000,Diesel,400000,2019
Toyota,Innova,80000,Diesel,518000,2015
Maruti,Swift,70000,Diesel,630000,2022
Maruti,Alto,60000,Petrol,185000,2017
Maruti,Alto,15453,Petrol,327000,2023
Maruti,Alto,70000,Petrol,265000,2020
Renault,Triber,5600,Petrol,800000,2025
Hyundai,Grand,142996,Diesel,420000,2020
Mahindra,Thar,62000,Diesel,799000,2021
Volkswagen,Polo,50000,Diesel,790000,2022
Tata,Hexa,25000,Diesel,800000,2023
Tata,Hexa,34293,Diesel,1380000,2024
Ford,Ecosport,50000,Diesel,980000,2023
Maruti,S-Presso,5000,Petrol,420000,2024
Maruti,Wagon R,76470,Petrol,310000,2019
Maruti,Wagon R,78010,Petrol,309000,2016
Mahindra,Marazzo,33000,Diesel,1335000,2024
Maruti,Swift Dzire,101931,Diesel,530000,2019
Maruti,Swift,110000,Diesel,600000,2023
Maruti,Swift,82000,Diesel,575000,2021
Hyundai,i20,90000,Diesel,540000,2020
Maruti,Alto,35236,Petrol,300000,2020
Hyundai,Verna,75000,Diesel,900000,2023
Maruti,Alto,25000,Petrol,350000,2020
Mahindra,XUV500,63516,Diesel,850000,2020
Maruti,Ciaz,14000,Petrol,840000,2023
Maruti,Wagon R,11400,Petrol,490000,2024
Maruti,Celerio,39000,Petrol,465000,2019
Ford,Ecosport,60000,Diesel,850000,2023
Hyundai,i10,80000,Petrol,145000,2014
BMW,3,40000,Diesel,3000000,2020
Honda,City,98000,Diesel,580000,2019
Hyundai,Grand,25000,Petrol,600000,2022
Maruti,Baleno,75000,Diesel,645000,2022
Maruti,Swift,46852,Diesel,620000,2021
Honda,City,70000,Petrol,235000,2013
Maruti,XL6,14000,Petrol,1150000,2025
Mahindra,Thar,30000,Diesel,850000,2022
Maruti,Celerio,50000,Diesel,290000,2020
Maruti,Swift,100000,Diesel,250000,2015
Maruti,Wagon R,40000,Petrol,325000,2021
Maruti,Ciaz,99000,Diesel,651000,2021
Datsun,GO,35000,Petrol,350000,2022
Volkswagen,Polo,60000,Diesel,400000,2018
Honda,City,80000,Petrol,320000,2014
Mahindra,XUV500,87000,Diesel,1350000,2020
Maruti,Swift,43000,Petrol,540000,2020
Maruti,Baleno,35000,Petrol,670000,2022
Honda,City,68759,Petrol,350000,2014
Volkswagen,Polo,87566,Petrol,441000,2020
Ford,Aspire,20000,Petrol,590000,2022
Skoda,Rapid,31800,Petrol,685000,2021
Hyundai,Creta,5000,Petrol,1350000,2024
Maruti,Wagon R,41000,Petrol,435000,2022
Maruti,Baleno,60000,Diesel,850000,2023
Renault,KWID,4000,Petrol,429000,2025
Ford,Ecosport,69000,Diesel,599000,2020
Toyota,Innova,120000,Diesel,1500000,2021
Maruti,Ciaz,29349,Petrol,990000,2023
Audi,A4,17000,Petrol,3400000,2023
Toyota,Fortuner,74896,Diesel,1400000,2017
BMW,3,51000,Diesel,925000,2015
Honda,CR-V,87000,Petrol,475000,2012
Maruti,Swift,77831,Diesel,450000,2018
Maruti,Celerio,58000,Petrol,495000,2024
Maruti,Swift Dzire,120000,Diesel,560000,2022
Toyota,Innova,63000,Diesel,1035000,2017
Maruti,Ciaz,32000,Petrol,795000,2022
Hyundai,Grand,45000,Petrol,405000,2020
Honda,Amaze,20000,Petrol,550000,2019
Toyota,Innova,65750,Diesel,1925000,2023
Tata,Tiago,60000,Diesel,425000,2023
Toyota,Innova,44236,Diesel,1611000,2021
Maruti,Alto,80000,Petrol,290000,2023
Land Rover,Rover,40000,Diesel,6300000,2019
Maruti,Wagon R,60000,Petrol,375000,2020
Tata,Safari,147000,Diesel,800000,2020
Renault,KWID,40000,Petrol,350000,2022
Maruti,Eeco,97438,CNG,260000,2015
Datsun,RediGO,30000,Petrol,255000,2023
BMW,6,12000,Diesel,6400000,2023
Renault,KWID,30000,Petrol,310000,2020
Mercedes-Benz,GL-Class,20000,Diesel,5100000,2023
Maruti,Swift Dzire,90000,Diesel,552000,2021
Hyundai,Grand,37400,Diesel,520000,2021
Hyundai,Creta,39000,Petrol,920000,2021
Hyundai,i20,10000,Petrol,750000,2024
Hyundai,i20,58000,Petrol,590000,2019
Maruti,Alto,60000,Petrol,254000,2017
Maruti,Ciaz,50000,Diesel,650000,2021
Ford,Figo,60000,Diesel,360000,2019
Renault,KWID,68000,Petrol,325000,2020
Hyundai,i20,89823,Diesel,690000,2022
Maruti,Swift Dzire,43000,Petrol,625000,2020
Maruti,Wagon R,37000,Petrol,390000,2018
Maruti,Swift Dzire,20000,Petrol,525000,2021
Hyundai,i10,82000,Petrol,285000,2016
Hyundai,i10,63000,Petrol,355000,2017
Maruti,Swift Dzire,110000,Diesel,390000,2019
Maruti,Swift,50000,Petrol,370000,2018
Maruti,Swift,85520,Petrol,280000,2015
Hyundai,Verna,10000,Petrol,1170000,2024
Mahindra,Scorpio,209000,Diesel,700000,2018
Mahindra,XUV500,182340,Diesel,825000,2018
Ford,Ecosport,60172,Petrol,800000,2020
Hyundai,Verna,66000,Diesel,500000,2018
Hyundai,i20,47527,Diesel,900000,2024
Hyundai,Grand,64000,Petrol,390000,2020
Hyundai,Santro,28054,Petrol,398000,2018
Mahindra,Scorpio,75823,Diesel,310000,2012
Mahindra,XUV500,56500,Diesel,1275000,2021
Toyota,Fortuner,70000,Diesel,2700000,2023
Mahindra,XUV500,40328,Diesel,1550000,2023
Hyundai,Verna,91462,Diesel,580000,2017
Maruti,Swift Dzire,32000,Diesel,750000,2023
Ford,Ecosport,81000,Diesel,575000,2018
Hyundai,Creta,10000,Diesel,1550000,2024
Hyundai,i10,54943,Petrol,280000,2017
Maruti,Wagon R,64000,LPG,160000,2014
Tata,Safari,80000,Diesel,285000,2017
Maruti,Alto,25884,Petrol,385000,2022
Ford,Figo,76000,Diesel,395000,2018
BMW,5,136000,Diesel,1699000,2016
Maruti,Baleno,14000,Petrol,640000,2024
Mahindra,Bolero,120000,Diesel,625000,2019
Honda,City,71000,Petrol,850000,2022
Toyota,Innova,68194,Diesel,1950000,2021
Tata,Nexon,80000,Diesel,889000,2023
Hyundai,i10,52221,Petrol,320000,2015
BMW,X3,80000,Diesel,1850000,2017
Ford,Freestyle,25000,Diesel,771000,2023
Volkswagen,Polo,98000,Diesel,599000,2021
Hyundai,i20,26000,Petrol,675000,2023
BMW,X5,70000,Diesel,3500000,2020
Mahindra,Bolero,120000,Diesel,400000,2020
Hyundai,Grand,46139,Diesel,375000,2022
Jaguar,XF,60000,Diesel,2400000,2020
Hyundai,i20,12000,Petrol,735000,2024
Mahindra,Bolero,61440,Diesel,650000,2020
Ford,Figo,61706,Diesel,595000,2021
Tata,Tiago,6500,Petrol,500000,2024
Mahindra,XUV500,72423,Diesel,760000,2018
Hyundai,Verna,90000,Diesel,520000,2018
Hyundai,i20,60000,Diesel,725000,2023
Maruti,Baleno,43642,Petrol,629000,2020
Maruti,Alto,56000,Petrol,265000,2019
Toyota,Innova,82000,Diesel,1299000,2020
Maruti,Alto,60000,Petrol,315000,2019
Honda,City,91000,Diesel,850000,2022
Porsche,Cayenne,87000,Diesel,4200000,2017
Mahindra,XUV500,100000,Diesel,800000,2017
Maruti,Swift Dzire,12500,Petrol,650000,2023
Honda,Amaze,78000,Diesel,485000,2019
Volkswagen,Polo,60000,Diesel,300000,2017
Maruti,Vitara,30000,Diesel,950000,2022
Toyota,Innova,78000,Diesel,1375000,2020
Hyundai,Creta,85204,Diesel,1025000,2021
Maruti,Swift,100000,Diesel,620000,2022
Tata,Tigor,95000,Diesel,600000,2022
Maruti,Baleno,48000,Petrol,625000,2021
Ford,Figo,90000,Diesel,220000,2017
Hyundai,Verna,40500,Diesel,845000,2022
Maruti,Swift,40000,Petrol,550000,2023
Hyundai,Creta,19000,Diesel,1310000,2023
Hyundai,Grand,33700,Diesel,450000,2019
Mahindra,Scorpio,89000,Diesel,695000,2017
Mahindra,Bolero,108875,Diesel,450000,2018
Hyundai,Grand,35166,Petrol,669000,2024
Jeep,Compass,13500,Diesel,1750000,2024
Tata,Tigor,30000,Diesel,700000,2023
Mahindra,Scorpio,65273,Diesel,1240000,2021
Maruti,Ciaz,36000,Petrol,775000,2023
Maruti,Swift Dzire,70000,Diesel,550000,2020
Maruti,Swift,7000,Petrol,610000,2023
Maruti,Wagon R,70000,Petrol,340000,2020
Maruti,Ciaz,67248,Petrol,495000,2021
Volkswagen,Polo,58000,Petrol,690000,2023
Toyota,Innova,120000,Diesel,1560000,2022
Maruti,Ertiga,51000,Diesel,835000,2022
Ford,Figo,59000,Diesel,410000,2018
Mahindra,Bolero,120000,Diesel,600000,2020
Honda,Amaze,48000,Diesel,545000,2020
Maruti,Alto,90000,Petrol,90000,2010
Maruti,Wagon R,100000,LPG,150000,2014
Maruti,Swift Dzire,123273,Diesel,410000,2020
Hyundai,Creta,32500,Petrol,1100000,2022
Maruti,Alto,103000,Petrol,150000,2011
Mahindra,Bolero,78000,Diesel,550000,2019
Renault,KWID,50000,Petrol,310000,2022
Maruti,Alto,62900,Petrol,235000,2016
Maruti,Vitara,19000,Diesel,1035000,2024
BMW,3,141000,Diesel,999000,2015
Renault,Duster,70000,Diesel,690000,2020
Maruti,Wagon R,19000,Petrol,485000,2022
Hyundai,Creta,25000,Diesel,999000,2023
Maruti,Wagon R,27894,Petrol,375000,2019
Hyundai,Verna,50000,Diesel,620000,2018
Ford,Ecosport,74000,Diesel,740000,2023
Honda,Amaze,4387,Petrol,685000,2024
Maruti,Ertiga,44000,Diesel,770000,2020
Hyundai,Creta,116589,Diesel,1100000,2022
Maruti,Swift Dzire,35000,Petrol,630000,2023
Honda,City,70900,Petrol,625000,2021
Maruti,Vitara,54566,Diesel,789000,2021
Honda,Amaze,76000,Diesel,350000,2018
Mahindra,Bolero,89635,Diesel,410000,2020
Hyundai,Verna,87000,Diesel,595000,2018
Toyota,Innova,150000,Diesel,900000,2019
Hyundai,Creta,55321,Diesel,1275000,2022
BMW,3,158000,Diesel,1250000,2017
Maruti,Alto,72715,Petrol,210000,2016
Maruti,Swift Dzire,58000,Diesel,550000,2020
Hyundai,i20,22218,Petrol,715000,2023
Maruti,Baleno,1001,Petrol,850000,2025
Maruti,Ciaz,55000,Diesel,625000,2020
Tata,Tiago,50500,Diesel,380000,2021
Maruti,Swift Dzire,61000,Diesel,745000,2023
Hyundai,Creta,30000,Diesel,920000,2023
Hyundai,i10,76602,Petrol,320000,2015
Maruti,Alto,70000,Petrol,270000,2022
Ford,Freestyle,25000,Diesel,790000,2024
Maruti,Swift Dzire,77000,Diesel,700000,2022
Maruti,Swift,77600,Diesel,695000,2023
Maruti,Alto,45000,Petrol,285000,2018
Ford,Ecosport,233000,Diesel,460000,2018
Maruti,Swift,85000,Diesel,615000,2022
Volkswagen,Polo,48900,Petrol,514000,2020
Mahindra,Scorpio,60000,Diesel,400000,2016
Mahindra,XUV500,58230,Diesel,800000,2020
Maruti,Swift Dzire,80000,Diesel,375000,2015
Maruti,Baleno,20332,Petrol,660000,2023
Mahindra,Bolero,73435,Diesel,675000,2022
Ford,Ecosport,22128,Diesel,1135000,2023
Maruti,Alto,21900,Petrol,360000,2024
Volkswagen,Vento,80000,Diesel,525000,2018
Honda,City,78000,Petrol,350000,2013
Maruti,Celerio,25000,Petrol,530000,2024
Maruti,Vitara,12000,Diesel,925000,2023
Maruti,Alto,100000,Petrol,145000,2012
Hyundai,i10,18000,Petrol,330000,2014
Audi,A6,100000,Diesel,2275000,2020
Honda,City,30000,Diesel,500000,2020
Honda,Amaze,10000,Diesel,795000,2024
Maruti,Swift Dzire,91000,Diesel,550000,2019
Hyundai,Creta,90000,Diesel,950000,2023
Maruti,Swift,92000,Diesel,480000,2020
Hyundai,Creta,37000,Petrol,1095000,2021
Honda,City,58972,Diesel,690000,2020
Maruti,Vitara,53892,Diesel,780000,2022
Maruti,Baleno,20000,Petrol,770000,2022
Maruti,Baleno,69000,Diesel,790000,2024
Volkswagen,Vento,66000,Diesel,490000,2018
Jeep,Compass,50000,Diesel,1500000,2023
Hyundai,i20,54000,Diesel,660000,2021
Maruti,Alto,35000,Petrol,213000,2019
Maruti,Swift Dzire,112000,Diesel,550000,2019
Maruti,Alto,40000,Petrol,300000,2021
Maruti,Swift Dzire,90000,Diesel,700000,2023
Maruti,Swift Dzire,37000,Diesel,811000,2023
Hyundai,Creta,25000,Diesel,1500000,2023
Hyundai,Creta,53000,Diesel,1100000,2022
Renault,Duster,73000,Diesel,895000,2021
Maruti,Ciaz,115852,Diesel,655000,2021
Maruti,Baleno,13500,Petrol,578000,2024
Tata,Safari,110000,Diesel,300000,2014
Renault,KWID,45500,Petrol,325000,2021
Volkswagen,Vento,55000,Diesel,950000,2021
Ford,Ecosport,45000,Diesel,900000,2022
Maruti,Celerio,9400,Petrol,470000,2022
Tata,Nexon,35000,Diesel,775000,2023
Maruti,Alto,18404,Petrol,329000,2023
Maruti,Wagon R,60000,Petrol,150000,2014
BMW,X1,36806,Diesel,2700000,2021
Ford,Ecosport,11000,Petrol,950000,2022
Hyundai,i20,33000,Petrol,695000,2022
Hyundai,Verna,100000,Diesel,520000,2017
Renault,KWID,15814,Petrol,340000,2021
Honda,City,51000,Diesel,610000,2019
Renault,KWID,39000,Petrol,325000,2023
Volkswagen,Vento,116000,Diesel,400000,2017
Maruti,Swift,46000,Diesel,650000,2023
Maruti,Alto,60000,Petrol,310000,2022
Renault,KWID,26000,Petrol,400000,2023
Renault,KWID,50000,Petrol,280000,2022
Hyundai,Grand,36717,Petrol,510000,2023
Maruti,Baleno,45000,Diesel,895000,2022
Honda,Jazz,26026,Petrol,641000,2022
Maruti,Swift Dzire,65000,Diesel,480000,2021
Jaguar,XF,79000,Diesel,2500000,2018
Skoda,Superb,114447,Petrol,450000,2014
Hyundai,Santro,88290,Petrol,262000,2015
Toyota,Innova,100000,Diesel,980000,2018
Mahindra,Scorpio,87563,Diesel,540000,2016
Maruti,Alto,20000,Petrol,310000,2023
Maruti,Wagon R,70000,Petrol,380000,2020
Mahindra,KUV100,17000,Petrol,480000,2024
Ford,Ecosport,16000,Diesel,750000,2020
Hyundai,Grand,45000,Diesel,550000,2022
Maruti,Vitara,60000,Diesel,615000,2021
Tata,Safari,120000,Diesel,270000,2016
Hyundai,i10,82000,Petrol,185000,2013
Ford,Aspire,50000,Petrol,530000,2023
Mahindra,XUV500,43000,Diesel,1300000,2022
Ford,Freestyle,5000,Petrol,670000,2024
Maruti,Ciaz,45000,Diesel,780000,2021
Mahindra,Bolero,120000,Diesel,450000,2016
Maruti,Ciaz,66000,Diesel,725000,2021
Hyundai,i20,100000,Diesel,320000,2016
Tata,Safari,270000,Diesel,120000,2014
Hyundai,i10,60000,Petrol,240000,2015
Mahindra,Scorpio,120000,Diesel,372000,2017
Maruti,Swift,30000,Diesel,825000,2024
Maruti,Alto,60000,Petrol,106000,2014
Maruti,Swift,96000,Diesel,295000,2013
Honda,City,90000,Petrol,365000,2013
Tata,Safari,80000,Diesel,750000,2018
Maruti,Baleno,10000,Petrol,650000,2024
Ford,Figo,76000,Diesel,250000,2017
Hyundai,i20,38000,Petrol,650000,2023
Hyundai,i20,79975,Diesel,475000,2017
Maruti,Celerio,86000,Petrol,385000,2019
Maruti,Baleno,35000,Diesel,700000,2023
Toyota,Innova,86032,Diesel,1850000,2022
Maruti,Wagon R,31200,Petrol,500000,2021
Maruti,Alto,60000,Petrol,275000,2021
Maruti,Ertiga,72000,Diesel,700000,2020
Hyundai,i20,26830,Diesel,785000,2023
Honda,City,50950,Petrol,940000,2022
Maruti,Swift Dzire,50000,Petrol,730000,2023
Mercedes-Benz,C-Class,72000,Diesel,1275000,2016
Ford,Freestyle,13400,Petrol,721000,2024
Hyundai,Creta,71841,Diesel,950000,2022
Honda,Amaze,10000,Diesel,750000,2024
Mahindra,Scorpio,70000,Diesel,400000,2017
Maruti,Celerio,54000,Petrol,450000,2021
Maruti,Vitara,55000,Diesel,825000,2022
Toyota,Innova,134000,Diesel,1050000,2021
Skoda,Rapid,57000,Diesel,474000,2018
Maruti,Swift Dzire,80000,Diesel,465000,2017
Maruti,Baleno,8700,Petrol,750000,2024
Volkswagen,Polo,41000,Diesel,525000,2020
Ford,Figo,66000,Diesel,410000,2020
Hyundai,Verna,85000,Diesel,720000,2021
Maruti,Swift,67000,Petrol,470000,2021
Maruti,Baleno,49726,Petrol,610000,2021
Hyundai,i20,100000,Diesel,450000,2019
Maruti,Ignis,27726,Petrol,565000,2022
Mahindra,Bolero,106000,Diesel,540000,2016
BMW,3,50000,Diesel,3300000,2022
Hyundai,Grand,11000,Petrol,625000,2024
Renault,KWID,46260,Petrol,365000,2021
Hyundai,i10,57723,Petrol,350000,2019
Maruti,Swift,83000,Diesel,485000,2018
Hyundai,i20,35000,Diesel,500000,2022
Hyundai,i20,104000,Diesel,750000,2023
Ford,Aspire,80000,Diesel,549000,2021
Audi,A4,30000,Diesel,2400000,2021
Mahindra,Bolero,70000,Diesel,560000,2019
Hyundai,i10,50000,Petrol,300000,2016
Hyundai,i20,32000,Petrol,585000,2022
Hyundai,i20,33000,Petrol,790000,2023
Maruti,Wagon R,22000,Petrol,411000,2020
Renault,KWID,10000,Petrol,448000,2024
Hyundai,Creta,23000,Diesel,1575000,2024
Volkswagen,Vento,71000,Diesel,525000,2018
Maruti,Ignis,43000,Petrol,420000,2022
Renault,KWID,26500,Petrol,353000,2024
Maruti,Ignis,22574,Petrol,565000,2022
Maruti,Alto,55230,Petrol,273000,2017
Maruti,Vitara,62000,Diesel,850000,2021
Ford,Ecosport,58000,Petrol,790000,2024
Skoda,Rapid,95000,Diesel,365000,2017
Hyundai,Creta,66000,Diesel,1040000,2022
Maruti,Alto,50418,Petrol,280000,2018
Maruti,Swift Dzire,51306,Diesel,650000,2022
Ford,Figo,21200,Diesel,500000,2021
Maruti,Vitara,89000,Diesel,895000,2023
Hyundai,Creta,52500,Diesel,921000,2021
Mahindra,XUV500,50000,Diesel,1170000,2020
Ford,Figo,67000,Diesel,275000,2015
Maruti,Alto,54938,Petrol,300000,2022
Maruti,Swift,14000,Diesel,739000,2023
Hyundai,Creta,54000,Diesel,1195000,2022
Maruti,Vitara,91062,Diesel,900000,2022
Mahindra,Bolero,72658,Diesel,480000,2020
Mahindra,XUV500,67067,Diesel,1320000,2020
Hyundai,Creta,72248,Diesel,1000000,2020
Hyundai,Verna,50000,Diesel,880000,2022
Maruti,Swift Dzire,16500,Petrol,600000,2020
Honda,Jazz,40876,Petrol,490000,2020
Mahindra,KUV,70000,Diesel,350000,2021
BMW,X5,39000,Diesel,3995000,2019
Ford,Figo,93000,Diesel,265000,2015
Maruti,Swift Dzire,50000,Diesel,700000,2022
Tata,Hexa,15000,Diesel,1425000,2024
Hyundai,i20,105000,Petrol,290000,2018
Mahindra,KUV,64000,Diesel,390000,2022
Ford,Freestyle,8600,Petrol,780000,2024
Maruti,Wagon R,11999,Petrol,436000,2021
Hyundai,i20,47000,Petrol,475000,2018
Hyundai,Grand,15000,Petrol,645000,2023
Renault,KWID,110000,Petrol,200000,2022
Renault,Duster,85000,Diesel,540000,2019
Mahindra,Bolero,361446,Diesel,330000,2016
Maruti,Wagon R,18000,Petrol,450000,2019
Tata,Nexon,14000,Diesel,875000,2023
Renault,KWID,35914,Petrol,380000,2022
Maruti,Swift Dzire,18000,Petrol,650000,2023
Audi,A4,52100,Diesel,1650000,2019
Hyundai,Verna,70000,Petrol,550000,2018
Hyundai,i10,50000,Petrol,190000,2016
Maruti,Wagon R,60000,Petrol,300000,2020
Maruti,Swift Dzire,75137,Diesel,475000,2020
Ford,Figo,32700,Petrol,600000,2022
Hyundai,Verna,35000,Petrol,950000,2023
Maruti,Swift Dzire,29000,Diesel,720000,2023
Hyundai,i20,50000,Diesel,750000,2023
Hyundai,Santro,150624,LPG,270000,2018
Toyota,Innova,110000,Diesel,1285000,2020
Maruti,Alto,35000,Petrol,250000,2019
Hyundai,i20,63786,Diesel,510000,2018
Skoda,Superb,100000,Petrol,500000,2017
Audi,A6,67000,Diesel,2650000,2020
Honda,City,48000,Petrol,500000,2015
Hyundai,Santro,10290,Petrol,470000,2024
Hyundai,i10,97000,Petrol,245000,2012
Maruti,Swift Dzire,110000,Diesel,550000,2022
Audi,A6,49000,Diesel,2200000,2019
Hyundai,i20,85000,Diesel,610000,2020
Datsun,GO,8000,Petrol,600000,2023
Maruti,Swift,65100,Diesel,520000,2020
Renault,KWID,9000,Petrol,445000,2023
BMW,3,85875,Diesel,1600000,2019
Hyundai,i10,78000,Petrol,230000,2015
Maruti,Ciaz,45498,Diesel,685000,2019
Maruti,Vitara,58511,Diesel,950000,2023
Maruti,Wagon R,8973,Petrol,500000,2023
Ford,Ecosport,102719,Diesel,625000,2019
Toyota,Fortuner,120000,Diesel,1800000,2021
BMW,7,24000,Diesel,5400000,2020
Toyota,Innova,216000,Diesel,475000,2013
Hyundai,Venue,25000,Diesel,1100000,2024
Hyundai,i10,64684,Petrol,275000,2013
Hyundai,Verna,88126,Diesel,295000,2015
Volkswagen,Polo,43000,Petrol,525000,2019
Honda,City,4386,Petrol,1250000,2025
Honda,Jazz,10597,Petrol,815000,2024
Toyota,Innova,119458,Diesel,800000,2016
Hyundai,Venue,14000,Petrol,1060000,2024
Hyundai,i20,38000,Petrol,485000,2018
Volkswagen,Polo,73000,Diesel,420000,2018
Maruti,Swift,99008,Diesel,350000,2016
Mercedes-Benz,S-Class,84000,Diesel,1899000,2015
Hyundai,i10,45000,Petrol,375000,2016
Hyundai,Verna,40667,Diesel,845000,2022
Mahindra,XUV500,90000,Diesel,850000,2018
Hyundai,Grand,21585,Petrol,535000,2023
Honda,WR-V,25000,Diesel,600000,2023
Honda,City,80400,Petrol,550000,2018
Honda,Amaze,69000,Diesel,460000,2020
Maruti,Swift,101000,Diesel,565000,2020
Toyota,Innova,70000,Diesel,550000,2016
Hyundai,Grand,20000,Petrol,625000,2023
Hyundai,i20,70000,Diesel,445000,2018
Maruti,Baleno,76000,Diesel,650000,2021
Volkswagen,Vento,70763,Diesel,1075000,2022
Maruti,Swift,60000,Diesel,395000,2017
Hyundai,i20,65922,Petrol,530000,2020
BMW,3,63500,Diesel,1150000,2016
Ford,Freestyle,5600,Petrol,740000,2024
Skoda,Rapid,93000,Petrol,350000,2017
Mahindra,Bolero,90000,Diesel,150000,2008
Hyundai,Creta,62000,Diesel,1275000,2021
Toyota,Innova,185000,Diesel,780000,2016
Maruti,Eeco,55000,Petrol,355000,2021
Mercedes-Benz,E-Class,72279,Diesel,2150000,2019
Datsun,RediGO,40000,Petrol,350000,2023
Hyundai,i20,20600,Petrol,585000,2023
Hyundai,i20,24000,Petrol,725000,2022
Honda,City,31000,Petrol,180000,2011
Ford,Ecosport,73389,Diesel,690000,2020
Honda,City,50000,Diesel,850000,2021
Maruti,Swift,74100,Diesel,451000,2019
Tata,Tiago,5000,Petrol,590000,2024
Maruti,Swift Dzire,80000,CNG,390000,2020
Skoda,Rapid,77000,Diesel,680000,2020
Maruti,Alto,49650,Petrol,210000,2015
Honda,City,37000,Petrol,950000,2022
Mahindra,XUV500,46241,Diesel,1575000,2024
Skoda,Superb,83300,Diesel,1250000,2019
Hyundai,Creta,88000,Diesel,1245000,2021
Hyundai,i10,78000,Petrol,365000,2016
Maruti,Alto,52000,Petrol,225000,2021
Maruti,Swift Dzire,62000,Petrol,595000,2020
Hyundai,Grand,31000,Petrol,450000,2019
Hyundai,Grand,28000,Petrol,511000,2022
Maruti,Alto,15000,Petrol,310000,2023
Maruti,Alto,70000,Petrol,250000,2021
Hyundai,i10,120000,Petrol,330000,2018
Renault,Duster,75100,Diesel,730000,2021
Volkswagen,Polo,47000,Petrol,700000,2022
Ford,Figo,64857,Diesel,155000,2015
Ford,Aspire,40000,Petrol,500000,2021
Hyundai,i10,59740,Petrol,230000,2014
Toyota,Innova,135000,Diesel,1800000,2023
Volkswagen,Polo,75815,Diesel,590000,2021
Maruti,Swift,72000,Diesel,360000,2017
Tata,Nexon,90000,Diesel,850000,2023
Hyundai,Verna,40000,Diesel,975000,2023
Maruti,Celerio,19010,Petrol,431000,2020
Mahindra,XUV500,100000,Diesel,700000,2018
Hyundai,Grand,31834,Diesel,598000,2023
Maruti,Celerio,32388,Petrol,470000,2022
Renault,KWID,50000,Petrol,252000,2021
Hyundai,Verna,110000,Diesel,230000,2013
Kia,Seltos,5400,Petrol,1790000,2024
Ford,Figo,120000,Diesel,250000,2018
Maruti,Vitara,110000,Diesel,800000,2021
Mahindra,KUV100,15000,Diesel,570000,2022
Hyundai,i20,75000,Diesel,520000,2020
Datsun,RediGO,1001,Petrol,425000,2025
Maruti,Ciaz,52000,Diesel,725000,2022
Hyundai,Creta,66000,Petrol,1199000,2022
Hyundai,Grand,78389,Diesel,540000,2020
Hyundai,i20,64000,Diesel,660000,2020
Hyundai,i20,20000,Petrol,630000,2024
Maruti,Swift Dzire,22200,Diesel,790000,2025
Honda,Jazz,82000,Diesel,475000,2020
Honda,Amaze,8345,Petrol,750000,2024
Maruti,Swift,54000,Diesel,450000,2018
Hyundai,Grand,37903,Petrol,643000,2022
Maruti,Celerio,71500,Petrol,295000,2020
Maruti,Swift Dzire,72000,Diesel,695000,2020
Hyundai,Grand,5000,Diesel,535000,2021
Renault,Duster,80000,Diesel,450000,2018
Volkswagen,Polo,83500,Diesel,465000,2018
Hyundai,i20,30000,Diesel,400000,2018
Mahindra,Thar,15000,Diesel,153000,2017
Hyundai,Grand,21689,Petrol,600000,2021
Maruti,Swift,13300,Petrol,650000,2023
Tata,Tiago,20000,Petrol,540000,2024
Hyundai,i10,50000,Petrol,175000,2013
Hyundai,i20,72000,Diesel,625000,2020
Honda,City,20000,Petrol,1075000,2024
Hyundai,i10,48216,Petrol,350000,2015
Hyundai,Verna,115958,Diesel,550000,2020
Hyundai,i10,36000,Petrol,215000,2017
Hyundai,i20,6258,Petrol,775000,2024
Ford,Figo,120000,Diesel,360000,2020
Volkswagen,Polo,25000,Diesel,750000,2022
Renault,Duster,80000,Diesel,730000,2022
Hyundai,i20,62000,Diesel,435000,2018
Mahindra,XUV500,138489,Diesel,500000,2017
Maruti,Swift,21000,Petrol,495000,2022
Mahindra,KUV,30000,Diesel,350000,2021
Maruti,Swift,85000,Diesel,275000,2013
Mahindra,Bolero,15000,Diesel,350000,2014
Maruti,Alto,80000,Petrol,270000,2019
Maruti,Vitara,64500,Diesel,850000,2022
Hyundai,i10,171289,Petrol,230000,2015
Mahindra,XUV500,110000,Diesel,750000,2019
Maruti,Baleno,23243,Petrol,687000,2021
Hyundai,i10,69000,Petrol,300000,2015
Honda,City,8600,Petrol,970000,2023
Maruti,Ciaz,30000,Diesel,750000,2020
Hyundai,i10,56700,Petrol,245000,2014
Renault,KWID,8000,Petrol,430000,2023
Maruti,Swift Dzire,18000,Diesel,775000,2023
Hyundai,i20,9000,Petrol,675000,2024
